"","x"
"A3GRN6J64F2C3X",2
"A3H9JSM1SUTE4O",2
"A3HM5G9IV1FTFP",2
"A3HQXFLZ6WI70Q",2
"A3I49HL6XR62DI",3
"A3I69IXPTDVKQF",2
"A3ICCTSCBT7GS9",1
"A3ICDLUQ3V2QY2",1
"A3ICHEO78NFE4Y",1
"A3IDMLOWLHWNDJ",3
"A3IE0P2JMWW0H7",1
"A3II1ACACC5MTX",1
"A3IKBHODOTYYHM",3
"A3IMNZSYDOTTU6",1
"A3IXPFN5DU9Z9L",1
"A3J5V2GMXMOGCI",1
"A3JLOIXFM75QNV",2
"A3JPFWKS83R49V",3
"A3JXOXKWOIETIY",1
"A3JZ5L52FM318H",1
"A3K5IMGDCDBCNF",1
"A3K8TYU7UOUTR0",1
"A3KB1H0S7T6JX1",2
"A3KEZLJ59C1JVH",2
"A3KF4IP2MUS8QQ",2
"A3KJ6JAZPH382D",2
"A3KKM0T1KY42HA",2
"A3KL7NXOAGKD3U",3
"A3KROYMQ61M7A",1
"A3KUUII2GSHN7T",3
"A3KY68OTSNHM3G",2
"A3L2U581LL17EB",1
"A3LGT6UZL99IW1",1
"A3LH77PBDFEO3F",2
"A3LOBF0ZU1HE0S",1
"A3LPQAPU2ILDD0",3
"A3LU79BYMWZEW9",3
"A3LXKO2S6G2DBI",3
"A3LZBOBV9H1HDV",2
"A3LZGLA88K0LA0",2
"A3M1NNDD95HR0R",3
"A3M2WW0PO34B94",2
"A3M3FG82ZE1J8I",1
"A3M5O6UHXO9IBU",1
"A3M6RVUVZOQZLB",3
"A3MCC5MAJYJYMD",1
"A3MCQSIBV7QW8Q",1
"A3MQ672FYFNM7B",3
"A3MV1KKHX51FYT",3
"A3N0LBOUQAD1BG",1
"A3N3SN2DDD4HCJ",1
"A3N5XIM9R2OQH0",3
"A3N6GAJTEOF4MO",2
"A3N8RZSXKN1OR2",3
"A3NH7PYU4AD5GA",2
"A3NIQK6ZLYEP1L",3
"A3NKFB39AIEN8W",3
"A3NL1KW56O3JR8",3
"A3NLH4A3XP4WA5",1
"A3NM0RAYSL6PA8",2
"A3NQI2JLNPFOF8",1
"A3O2RCKAMSE9X7",3
"A3O536E2YOKK4Y",2
"A3O5T5VAQ3TD17",1
"A3OEECMCM2T4KQ",2
"A3OH101U0CPUC7",1
"A3OI841P5R6FCH",1
"A3OMPSEVL59ZDK",1
"A3OXHLG6DIBRW8",2
"A3P121GNV5QYIN",1
"A3P1508PZ0UADD",3
"A3P7WNM0UHV4YQ",1
"A3P9D22KDEXVMN",3
"A3PCTD8QM1BIXI",2
"A3PPXVR5J6U2JD",2
"A3PQ3K5RKNJYA1",3
"A3Q04XXGGED746",1
"A3Q1EDCBV2KU8D",1
"A3Q1FVRV0CRYTH",2
"A3Q4XAQXKKV6V",1
"A3QH6BEY6RYQR0",3
"A3QJU4FEN8PQSZ",3
"A3QLAOOTFEHCJI",3
"A3QNQQKJTL76H0",3
"A3QZCA4LTTVGAD",3
"A3QZXDBATXFNZX",1
"A3R2YB0WTTB0IJ",2
"A3R36DZQEWNVJ1",3
"A3R6ST52EBN2FK",3
"A3R8PXSFGY9MC2",2
"A3R90OGE1EACZE",3
"A3RB6NQOLOBXYD",1
"A3RMAWK4ELOLRZ",3
"A3RNC9BGR4J1ZF",1
"A3ROE64EVHDTTV",2
"A3ROZK0G84RGMZ",3
"A3RRBPUGD7UOSP",1
"A3RTMB76CJWY9U",3
"A3S9887MZFNNH1",1
"A3S98L5B1SR9P1",2
"A3SFO2GSP5CVSM",3
"A3SJSNS9LW981O",1
"A3SS6VRWCTB7V",1
"A3STFVPM8NHJ7B",3
"A3SU3TXON36T0X",3
"A3SYMLB8JSW5VD",3
"A3T0OTH5072YRE",1
"A3TD7B0CT1NHO4",1
"A3TNM3C9ENUCFW",3
"A3TUQ1JB7ZZNZG",1
"A3TUZOJZM9008Y",1
"A3TYC8T6W81DDB",3
"A3TZV5SXQ8F6ST",1
"A3U56M0Y8LYO6J",3
"A3U5JCXIXTGSLN",1
"A3UA046AA3DXFD",1
"A3UCNXHX2PB3KQ",1
"A3UDYY6L2NH3JS",2
"A3UPYGJKZ0XTU4",2
"A3USRUCHAOC3MT",3
"A3V5DUZ5KXPGQA",1
"A3V6Z4RCDGRC44",2
"A3VI2VETB90ZG5",1
"A3VIOCJZ22JZXT",2
"A3VLX5Z090RQ0V",1
"A3VQSFORKH8B7O",2
"A3VUO1LJGMSZQY",1
"A3VV4GUGLUVUP1",1
"A3W13VVBRY5GL7",3
"A3W1JJGJHRPH4Y",2
"A41I67QYRAOSQ",1
"A457S8SW690NM",2
"A461VTLW9G9YB",3
"A4CHIXX0HOB3G",1
"A4F8CJ1L4348V",2
"A4JP4T1F95D0A",2
"A4PPZNQF1X2IY",2
"A4SY5RCGC5CH9",3
"A4UKBG3M5U5TI",1
"A4X7FBQ5SKPI6",1
"A4X7NFDO3I1TA",1
"A51IK68MWKV5R",3
"A56AA52NMMKYQ",1
"A5A2QE6NECFR5",3
"A5AIEA4LXWJH3",3
"A5DIAZ5GT3MC",1
"A5KJVGJ43ZDC9",1
"A5KLP39OKXD5P",3
"A5OD2CTWK2EBA",1
"A5QE86H97FDJA",1
"A5TZXWU8AALIC",2
"A5UMUVEV1RUS9",1
"A5WMBIOGE8Q6N",1
"A5X1B2HBQUR3P",3
"A6ADO7B6FUVN",2
"A6DOCZ10B7JAJ",3
"A6FIAB28IS79",3
"A6VFFRIHAXKRL",1
"A6VXZ1EEPRTLV",3
"A6X6LNZO1C3EZ",3
"A77184QJM3PM",1
"A7P9LPMSBAAME",1
"A7PBI5HADJYER",1
"A7Y6AVS576M03",2
"A81P47EIXM8HA",1
"A82LIVYSX6WZ9",2
"A82R4WKX62LEK",1
"A84UFSF2SZS2W",1
"A86R2KZIFHKLB",1
"A8DI0COTCMRDV",3
"A8F2AZWB20X1H",3
"A8G9GETA2OLMZ",1
"A8M4WE1MT4R4O",1
"A8S11VP9Z36D6",1
"A8X8D4BUY5DFU",3
"A91LE0MPYE8GJ",3
"A928WN8NV03WZ",1
"A96JD9312DHWC",3
"A96K1ZGW56S2I",2
"A9I40WFF40R4",3
"A9L6L5H9BPEBO",1
"A9LAPV8XNKZVZ",2
"A9LNWA25IM2DX",1
"A9NCQGVV5W8N0",3
"A9Q28YTLYREO7",3
"A9RNMO9MUSMTJ",3
"A9TG2NFA614S9",2
"AAECAHBNP1VD2",3
"AAEP8YFERQ8FC",3
"AAI57M3OXP5NK",1
"AAKGTWGAFT1LQ",3
"AATKF0HDBQL86",1
"AAU7CAQIN5BAE",3
"AAZRWLML88IZK",1
"AB0GGIQBNB36Q",1
"AB0W9GTNGHSI3",3
"AB1UMC7SB9D7Z",3
"AB2AQMK9PCWWX",3
"AB9QXH5URDLER",3
"ABFOAYZA2UHD3",3
"ABH4G7TVI6G2T",1
"ABN5K7K1TM1QA",2
"ABO092BYA4VMU",1
"ABO2ZI2Y5DQ9T",2
"ABP69F7LFTI1R",1
"ABSX5TGEGRH76",2
"ABX7SEE84DMLU",2
"AC16NVPW23KGG",1
"ACEA95FQS1AVP",3
"ACIBQ6BQ6AWEV",2
"ACKDSX71VI5HY",1
"ACMAUJEBY6GJF",3
"ACMOLKXVKQ06Z",1
"ACO20QL72D1E6",3
"ACVFTS9X2MKJ8",1
"ACVNA57PI4DLV",1
"AD0J5KK4WQXNS",2
"AD2BIAIH78QI5",3
"AD7IBJCYSJ9EE",3
"AD9WTAOAFUZA4",1
"ADB8XCKNSDY5Z",3
"ADE852UR9121C",1
"ADJBUPS8SJHTC",3
"ADKA2MJQQCMTO",1
"ADLVFFE4VBT8",1
"ADS5APY1NKTL4",3
"AE0E6UII0VSZA",1
"AE42JLYPXUI45",1
"AE4JNORCLW8F6",3
"AE9GUE3HHOX3U",2
"AE9V37MS6QY8D",3
"AEGR40GALMDJ4",2
"AEMZRE6QYVQBS",1
"AEQFYOI6YJ83Z",2
"AER15RIMV8E6D",2
"AESY8NCX6VS6O",1
"AEVNUEDRGTC4P",1
"AF3X7J0XC391L",1
"AF8C86SGYLH81",3
"AFFVUZEGP1FDQ",1
"AFJFXN42RZ3G2",3
"AFLQGO7CJVK50",1
"AFMUUJT7J32LN",1
"AFOK05KDCHSHL",1
"AFV2584U13XP3",1
"AG0TA24LI0XV7",1
"AG6UYD56VHOG1",1
"AG8U6F6226GBZ",1
"AGEIT17HENDIS",3
"AGI3VJ0I04QO7",1
"AGKPTMTR3UX1R",2
"AGNOPNCN6FHB6",1
"AGQY11NLQJ2JL",3
"AGRR05FH945HR",3
"AGU2ZGUBFCJTJ",2
"AGVWTYW0ULXHT",3
"AGZVS6M8XJGN6",2
"AH1OH4PWR7NV6",1
"AHABFECTNE15I",2
"AHBNPMHDWZ7SB",3
"AHCVWPLA1O4X8",1
"AHF97M45JFCB",1
"AHIK7BUXFRMT8",3
"AHL35XZ3OND2Z",1
"AIBRTGBN07D6A",1
"AIFNOZKR9WTYI",1
"AIFXFHO2N9WJB",2
"AIIR8E34EDKCQ",2
"AILBDL6ATVDCJ",3
"AIMR915K4YCN",2
"AIRHRV3D8X4J1",1
"AIY4H4KWR2KWZ",1
"AJ9W09EUQPAKE",1
"AJD9EA658HCFW",1
"AJKWF4W7QD4NS",2
"AJLYAY1G5Z8GE",3
"AJMU8VVFKMZI4",2
"AJRFZ0VZ0LD26",2
"AJUFIGATSP9AQ",3
"AK0CENM3LUM28",1
"AK1OBVI54SY73",3
"AK2AQIULQDFS5",3
"AK61LQI92GTCH",1
"AK6UVFSU07NXH",1
"AK7D1BHZOSOL1",3
"AK81WLVD5KGUX",3
"AKMEY1BSHSDG7",1
"AKS9SJTHTU0OM",3
"AKT8TGIT6VVZ5",2
"AL277B4AQCWBG",3
"AL4MKKO24563R",1
"AL5OEDM8TPTKV",1
"ALG7QH2L5JL2L",3
"ALJGB7XHPFCR",3
"ALLIGF5OZM1I6",3
"ALN0TTRTLHA4E",1
"ALR35EFI69S5R",3
"ALWB64XOXNMDP",3
"AM2PV53UX1JEQ",2
"AMG2LF8MLUDN1",3
"AMIGVTZZIWS6I",3
"AMIOLJHCQHGBE",3
"AMKZHBOK7VMQR",3
"AMMEMPM9MPS55",1
"AMNNPDX9MFEUD",3
"AMP7TQRWAIE84",3
"AMYMJ96STIRW",1
"AMYW43AHO16SS",2
"AN8M401S8Y6DA",2
"AN9J46667D80O",2
"ANAYSRE3LX8GZ",1
"ANBQIWHO9JRFS",2
"ANCOMAI0I7LVG",2
"ANEDXRFDZDL18",1
"ANGH6401L9Y0T",2
"ANIMV3SPDD8SH",3
"ANOAF9M5MTJHN",1
"ANP3R2R4V4GAN",1
"AO3JW5VHT2GQ",1
"AO461REE0KA4J",1
"AO4J90YPX5RU6",3
"AOPQ0KA1B7BFD",1
"AOTMP0OKJOUWI",1
"AOVJYIUATQKR5",1
"AOXL514GEE4AA",3
"AOYTQFRLD8VLP",1
"AP3B615GM191G",2
"APBB297H3ZA5E",1
"APIW11UEPKIC2",2
"APM06HT7JIPZ5",1
"APOGXH3A74CM3",2
"APOUYO1BEPK22",3
"APP5MBH2BSX6I",1
"APQ8N1UKS1RDC",1
"APRZ2IVM8JTLV",1
"APW72P4COWTBK",1
"APZ9MBMUKD2W",1
"AQ01Q3070LT29",2
"AQ0EO10KTRJ4V",3
"AQ6SV7LDSMGBE",1
"AQ8DU6XVA3USJ",3
"AQ990HW13DP08",2
"AQBRMBQ99ESI7",3
"AQI2CW6UKF1ES",1
"AQP1VPK16SVWM",2
"AQUVTQFFXP4AC",3
"AQZH7YTWQPOBE",2
"AR14BIUHYR6B7",1
"AR1T36GLLAFFX",1
"AR2DE47VCY1C8",1
"AR37967IAR6ZT",2
"ARA48345JZPZR",2
"ARFCORBCTKX1J",2
"ARMVAHWQQ9S8A",3
"ARYSE5JQ3AG7L",3
"AS28WVBBZ3G99",3
"AS558SNWF1DXG",3
"AS6SH2JM2YY3H",2
"AS7B4W4KOPQNV",1
"ASEBX8TBYWQWA",1
"ASHT96DUVMF1S",1
"ASIA7V7CBSKD3",3
"ASJ54MITON1NO",3
"ASJ89T42CIUHU",3
"AT07UZQQR7ZEH",3
"AT2BYFEVLVITT",1
"AT6CZDCP4TRGA",3
"AT7W1EXT0PF2Y",1
"ATE5SA1VTJNP8",1
"ATHTCOG6BB6WK",1
"ATOSQVSOA3D8Q",1
"ATQTE464YAZM1",1
"ATS1HA5M3EPZ4",3
